haafez_self,vjobs_self,applied_out_fl,driving_fl,interviewed_out_fl,employed_now_out_fl,outside_objective,outside_guess,outside_others_fl,min_wage_fl_per,children,outside_others_fl2,interview_sched_out_fl,matched,session,outside_self,semiseg_self,mwage_self,outside_others,semiseg_others,mwage_others,employed_wife,employed_now,education,age,secondary,num_knows_per,num_mfs_per,signed_up_number,outside_wedge,condition2,outside_confidence,employed_3mos_out_fl
1,1,NA,NA,NA,NA,21.11111111111111,22,NA,NA,2,NA,NA,0,7,1,1,1,21,20,10,1,1,6,25,1,0,0.16666666666666666,0,0.8888888888888893,1,3,NA
1,1,NA,NA,NA,NA,21.11111111111111,29,NA,NA,1,NA,NA,0,7,1,1,1,28,29,28,1,0,6,28,1,0.9666666666666667,0.9666666666666667,1,7.888888888888889,0,4,NA
1,1,NA,NA,NA,NA,21.11111111111111,30,NA,NA,2,NA,NA,0,1202,1,1,1,29,27,26,1,1,7,25,1,0.9666666666666667,0.6666666666666666,1,8.88888888888889,1,5,NA
0,1,NA,NA,NA,NA,21.11111111111111,17,NA,NA,1,NA,NA,0,7,1,1,1,16,29,23,0,0,6,25,1,0.8333333333333334,0.16666666666666666,0,-4.111111111111111,0,1,NA
1,1,NA,NA,NA,NA,21.11111111111111,23,NA,NA,1,NA,NA,0,1208,1,1,0,22,0,19,1,1,5,25,1,0.9666666666666667,0.9666666666666667,0,1.8888888888888893,1,5,NA
1,1,NA,NA,NA,NA,21.11111111111111,26,NA,NA,0,NA,NA,0,8,1,1,1,25,19,16,1,1,6,25,1,0,0.16666666666666666,0,4.888888888888889,0,2,NA
1,1,NA,NA,NA,NA,21.11111111111111,21,NA,NA,0,NA,NA,0,8,1,1,0,20,15,15,1,1,6,25,1,0.16666666666666666,0.16666666666666666,1,-0.11111111111111072,1,3,NA
1,1,NA,NA,NA,NA,21.11111111111111,27,NA,NA,2,NA,NA,0,8,1,1,1,26,23,19,1,1,6,24,1,0.8333333333333334,0.16666666666666666,0,5.888888888888889,0,5,NA
1,1,NA,NA,NA,NA,21.11111111111111,16,NA,NA,1,NA,NA,0,8,1,1,1,15,9,16,0,1,3,22,1,0.3333333333333333,0.16666666666666666,0,-5.111111111111111,1,3,NA
1,1,NA,NA,NA,NA,21.11111111111111,30,NA,NA,4,NA,NA,0,8,1,0,0,29,29,10,1,1,6,24,1,0.8333333333333334,0.3333333333333333,1,8.88888888888889,0,5,NA
1,1,NA,NA,NA,NA,21.11111111111111,30,NA,NA,2,NA,NA,0,8,1,1,1,29,29,29,1,1,6,25,1,0.8333333333333334,0.8333333333333334,0,8.88888888888889,0,5,NA
1,1,NA,NA,NA,NA,21.11111111111111,18,NA,NA,1,NA,NA,0,8,1,1,0,17,5,16,1,1,6,24,1,0.16666666666666666,0.3333333333333333,1,-3.1111111111111107,0,2,NA
1,1,NA,NA,NA,NA,21.11111111111111,26,NA,NA,4,NA,NA,0,8,0,1,1,26,29,26,0,1,6,25,1,0.9666666666666667,0.9666666666666667,1,4.888888888888889,1,4,NA
1,1,NA,NA,NA,NA,21.11111111111111,7,NA,NA,3,NA,NA,0,8,1,1,1,6,6,3,1,1,6,30,1,0.9666666666666667,0.16666666666666666,0,-14.11111111111111,1,2,NA
1,0,NA,NA,NA,NA,21.11111111111111,25,NA,NA,0,NA,NA,0,8,1,1,0,24,15,14,0,1,6,23,1,0.9666666666666667,0.3333333333333333,0,3.8888888888888893,0,2,NA
1,1,NA,NA,NA,NA,21.11111111111111,19,NA,NA,1,NA,NA,0,8,1,0,0,18,11,9,1,1,6,28,1,0.16666666666666666,0.16666666666666666,0,-2.1111111111111107,0,3,NA
1,1,NA,NA,NA,NA,21.11111111111111,17,NA,NA,2,NA,NA,0,8,1,1,1,16,16,10,1,1,6,25,1,0.9666666666666667,0.6666666666666666,0,-4.111111111111111,0,4,NA
1,0,NA,NA,NA,NA,21.11111111111111,20,NA,NA,2,NA,NA,0,8,1,1,0,19,21,13,1,1,6,24,1,0.8333333333333334,0.16666666666666666,0,-1.1111111111111107,0,3,NA
1,1,NA,NA,NA,NA,21.11111111111111,30,NA,NA,1,NA,NA,0,8,1,1,1,29,6,16,0,1,6,23,1,0.9666666666666667,0.3333333333333333,1,8.88888888888889,1,5,NA
1,1,NA,NA,NA,NA,21.11111111111111,30,NA,NA,2,NA,NA,0,8,1,1,1,29,27,26,1,1,6,26,1,0.3333333333333333,0.16666666666666666,1,8.88888888888889,0,5,NA
0,0,NA,NA,NA,NA,21.11111111111111,10,NA,NA,7,NA,NA,0,8,1,0,1,9,23,14,1,1,6,25,1,0.16666666666666666,0.3333333333333333,0,-11.11111111111111,0,3,NA
1,1,NA,NA,NA,NA,21.11111111111111,24,NA,NA,0,NA,NA,0,8,1,1,0,23,29,0,1,1,6,25,1,0.16666666666666666,0,0,2.8888888888888893,1,5,NA
1,1,NA,NA,NA,NA,21.11111111111111,21,NA,NA,2,NA,NA,0,1242,1,1,1,20,21,22,1,1,3,25,1,0.6666666666666666,0.8333333333333334,1,-0.11111111111111072,0,4,NA
1,1,NA,NA,NA,NA,21.11111111111111,30,NA,NA,2,NA,NA,0,1245,1,1,1,29,29,29,1,1,5,25,1,0.9666666666666667,0.9666666666666667,0,8.88888888888889,0,5,NA
1,1,NA,NA,NA,NA,21.11111111111111,3,NA,NA,2,NA,NA,0,1264,0,1,0,3,15,14,1,1,5,34,1,0.16666666666666666,0.16666666666666666,0,-18.11111111111111,0,2,NA
1,1,NA,NA,NA,NA,21.11111111111111,1,NA,NA,0,NA,NA,0,1266,1,0,0,0,4,1,0,1,6,24,1,0.8333333333333334,0.5,0,-20.11111111111111,0,1,NA
1,1,NA,NA,NA,NA,21.11111111111111,18,NA,NA,2,NA,NA,0,10,1,1,1,17,19,22,1,1,5,20,1,0.8333333333333334,0.6666666666666666,0,-3.1111111111111107,0,2,NA
1,1,NA,NA,NA,NA,21.25,12,NA,NA,2,NA,NA,0,10,1,1,1,11,24,9,0,1,3,25,1,0.3333333333333333,0.3333333333333333,0,-9.25,0,3,NA
1,0,NA,NA,NA,NA,21.25,30,NA,NA,3,NA,NA,0,10,1,1,1,29,29,29,1,1,7,29,1,0.6666666666666666,0.3333333333333333,0,8.75,1,5,NA
0,0,NA,NA,NA,NA,21.25,24,NA,NA,2,NA,NA,0,11,1,1,0,23,19,10,0,1,6,23,1,0.16666666666666666,0.9666666666666667,0,2.75,1,3,NA
0,0,NA,NA,NA,NA,21.25,11,NA,NA,0,NA,NA,0,11,0,0,0,11,0,12,0,0,1,11,0,0,0,0,-10.25,1,2,NA
1,1,NA,NA,NA,NA,21.25,21,NA,NA,0,NA,NA,0,11,1,1,1,20,20,20,0,1,5,19,1,0.3333333333333333,0.16666666666666666,0,-0.25,1,3,NA
1,1,NA,NA,NA,NA,21.25,14,NA,NA,2,NA,NA,0,11,1,1,1,13,26,19,1,1,5,24,1,0.5,0.3333333333333333,1,-7.25,1,2,NA
1,1,NA,NA,NA,NA,21.25,15,NA,NA,2,NA,NA,0,11,0,0,0,15,13,18,1,1,4,22,1,0.9666666666666667,0.9666666666666667,0,-6.25,1,3,NA
1,1,NA,NA,NA,NA,21.25,30,NA,NA,2,NA,NA,0,11,1,1,1,29,14,28,1,1,5,24,1,0.9666666666666667,0.9666666666666667,0,8.75,0,5,NA
1,1,NA,NA,NA,NA,21.25,19,NA,NA,0,NA,NA,0,11,1,0,0,18,8,20,0,0,4,23,1,0.3333333333333333,0.16666666666666666,0,-2.25,1,5,NA
1,0,NA,NA,NA,NA,21.25,18,NA,NA,2,NA,NA,0,11,1,1,1,17,24,28,0,0,6,24,1,0.8333333333333334,0.9666666666666667,0,-3.25,0,4,NA
1,1,NA,NA,NA,NA,21.25,30,NA,NA,2,NA,NA,0,11,1,1,1,29,29,29,1,1,3,18,1,0.9666666666666667,0.16666666666666666,0,8.75,0,5,NA
1,1,NA,NA,NA,NA,21.25,17,NA,NA,2,NA,NA,0,1331,1,1,1,16,12,19,1,1,6,24,1,0.16666666666666666,0.16666666666666666,0,-4.25,0,3,NA
1,1,NA,NA,NA,NA,21.25,21,NA,NA,2,NA,NA,0,1336,1,1,1,20,21,16,1,1,6,28,1,0.5,0.3333333333333333,0,-0.25,0,3,NA
1,1,NA,NA,NA,NA,21.25,30,NA,NA,2,NA,NA,0,13,1,1,1,29,20,29,1,1,6,22,1,0.16666666666666666,0.9666666666666667,0,8.75,1,5,NA
1,1,NA,NA,NA,NA,21.25,8,NA,NA,4,NA,NA,0,13,1,1,1,7,10,13,0,1,6,32,1,0,0,0,-13.25,1,3,NA
1,1,NA,NA,NA,NA,21.25,12,NA,NA,0,NA,NA,0,1371,1,1,0,11,10,10,1,1,6,23,1,0,0,0,-9.25,0,2,NA
1,1,NA,NA,NA,NA,21.25,28,NA,NA,3,NA,NA,0,13,1,1,1,27,2,10,1,1,5,22,1,0.3333333333333333,0.16666666666666666,1,6.75,1,4,NA
0,0,NA,NA,NA,NA,21.25,21,NA,NA,1,NA,NA,0,1380,1,1,1,20,20,20,1,1,5,23,1,0.5,0.16666666666666666,1,-0.25,0,3,NA
1,1,NA,NA,NA,NA,21.25,23,NA,NA,1,NA,NA,0,14,1,1,0,22,23,13,1,1,6,26,1,0.9666666666666667,0.16666666666666666,0,1.75,0,4,NA
1,1,NA,NA,NA,NA,21.25,8,NA,NA,3,NA,NA,0,14,1,1,1,7,6,22,1,1,7,30,1,0.3333333333333333,0.5,0,-13.25,1,4,NA
1,1,NA,NA,NA,NA,21.25,14,NA,NA,0,NA,NA,0,14,0,1,0,14,14,29,0,1,6,22,1,0.9666666666666667,0.16666666666666666,0,-7.25,1,4,NA
1,1,NA,NA,NA,NA,21.25,11,NA,NA,2,NA,NA,0,14,1,1,1,10,6,7,1,1,6,326,1,0.16666666666666666,0.9666666666666667,0,-10.25,0,2,NA
1,1,NA,NA,NA,NA,21.25,27,NA,NA,0,NA,NA,0,14,1,1,0,26,21,11,0,1,6,23,1,0.9666666666666667,0.9666666666666667,1,5.75,1,4,NA
1,1,NA,NA,NA,NA,21.25,3,NA,NA,4,NA,NA,0,14,1,1,1,2,3,7,0,1,7,35,1,0.5,0.3333333333333333,1,-18.25,1,2,NA
1,1,NA,NA,NA,NA,30,5,NA,NA,3,NA,NA,0,14,0,1,0,5,29,27,1,1,7,35,1,0.8333333333333334,0.3333333333333333,1,-25,1,4,NA
1,1,NA,NA,NA,NA,30,29,NA,NA,1,NA,NA,0,14,0,0,1,29,29,27,0,1,6,27,1,0.16666666666666666,0.16666666666666666,0,-1,1,5,NA
0,1,NA,NA,NA,NA,30,14,NA,NA,1,NA,NA,0,14,1,1,0,13,17,15,1,1,7,35,1,0.9666666666666667,0.9666666666666667,0,-16,1,4,NA
1,1,NA,NA,NA,NA,30,13,NA,NA,11,NA,NA,0,14,0,1,0,13,11,10,1,0,5,30,1,0.9666666666666667,0.5,0,-17,1,2,NA
1,1,NA,NA,NA,NA,30,12,NA,NA,3,NA,NA,0,1419,1,0,0,11,9,3,0,1,5,30,1,0.3333333333333333,0.16666666666666666,0,-18,0,4,NA
1,1,NA,NA,NA,NA,30,12,NA,NA,3,NA,NA,0,15,1,1,1,11,9,16,1,1,6,32,1,0.8333333333333334,0.16666666666666666,0,-18,1,2,NA
0,0,NA,NA,NA,NA,30,16,NA,NA,2,NA,NA,0,15,1,1,0,15,18,5,0,1,7,33,1,0.5,0.16666666666666666,0,-14,1,3,NA
1,1,NA,NA,NA,NA,30,27,NA,NA,2,NA,NA,0,15,1,1,0,26,26,23,1,1,6,27,1,0.16666666666666666,0,1,-3,0,4,NA
1,1,NA,NA,NA,NA,30,0,NA,NA,2,NA,NA,0,1433,0,1,0,0,22,12,1,1,8,23,1,0.5,0.5,0,-30,0,2,NA
1,1,NA,NA,NA,NA,30,4,NA,NA,1,NA,NA,0,15,0,1,1,4,13,5,0,1,7,27,1,0.3333333333333333,0.16666666666666666,0,-26,0,2,NA
1,1,NA,NA,NA,NA,30,13,NA,NA,1,NA,NA,0,15,1,1,1,12,12,8,1,1,9,31,1,0.3333333333333333,0.9666666666666667,0,-17,0,3,NA
1,1,NA,NA,NA,NA,30,16,NA,NA,1,NA,NA,0,15,1,1,1,15,7,10,0,1,6,26,1,0.3333333333333333,0.16666666666666666,1,-14,1,2,NA
1,1,NA,NA,NA,NA,0,30,NA,NA,0,NA,NA,0,15,1,1,1,29,14,29,1,0,3,21,1,0.16666666666666666,0.8333333333333334,1,30,0,5,NA
1,0,NA,NA,NA,NA,30,0,NA,NA,0,NA,NA,0,16,0,1,0,0,15,10,1,1,5,20,1,0.16666666666666666,0.9666666666666667,0,-30,1,5,NA
1,1,NA,NA,NA,NA,30,12,NA,NA,1,NA,NA,0,16,0,1,0,12,29,17,1,1,4,22,1,0.9666666666666667,0.8333333333333334,0,-18,0,2,NA
1,1,NA,NA,NA,NA,30,20,NA,NA,3,NA,NA,0,16,0,1,0,20,18,6,1,1,6,31,1,0.9666666666666667,0,0,-10,0,3,NA
1,0,NA,NA,NA,NA,30,2,NA,NA,11,NA,NA,0,17,1,1,1,1,1,1,1,1,6,27,1,0.9666666666666667,0.16666666666666666,0,-28,1,1,NA
1,1,NA,NA,NA,NA,30,8,NA,NA,2,NA,NA,0,17,1,1,1,7,16,23,0,1,6,26,1,0.3333333333333333,0.9666666666666667,0,-22,1,3,NA
1,1,NA,NA,NA,NA,30,5,NA,NA,3,NA,NA,0,1483,1,0,0,4,6,10,1,1,6,21,1,0.3333333333333333,0.3333333333333333,0,-25,1,2,NA
1,1,NA,NA,NA,NA,0,29,NA,NA,0,NA,NA,0,1492,1,1,1,28,28,27,1,1,7,30,1,0.16666666666666666,0.8333333333333334,0,29,0,4,NA
1,0,NA,NA,NA,NA,30,11,NA,NA,2,NA,NA,0,17,1,1,0,10,20,21,0,1,5,31,1,0.16666666666666666,0.16666666666666666,0,-19,1,4,NA
1,0,NA,NA,NA,NA,30,21,NA,NA,1,NA,NA,0,1497,1,1,1,20,13,17,0,1,6,29,1,0.6666666666666666,0.3333333333333333,0,-9,1,3,NA
1,1,NA,NA,NA,NA,30,15,NA,NA,8,NA,NA,0,17,0,0,1,15,14,10,0,0,2,160,0,0.6666666666666666,0.5,0,-15,1,3,NA
1,0,NA,NA,NA,NA,30,21,NA,NA,3,NA,NA,0,1500,1,1,0,20,29,25,1,1,6,30,1,0,0,1,-9,0,1,NA
